Domain,Rank,Conference Title,Acronym,CFP_URL,Papers_URL,CFP_keyword_counts,CFP_matched_nodes,Papers_keyword_counts,Papers_matched_nodes,Include,Last_updated
Artificial intelligence,A*,"International Joint Conference on Autonomous Agents and Multiagent Systems (previously the International Conference on Multiagent Systems, ICMAS, changed in 2000)",AAMAS,https://aamas2025.org/index.php/conference/calls/call-for-papers-main-technical-track/,https://aamas2025.org/index.php/conference/program/accepted-papers/,,,,,Yes,2025-11-30T23:27:05.589593Z
Artificial intelligence,A*,International Conference on the Principles of Knowledge Representation and Reasoning,KR,https://kr.org/KR2025/call_main_track.html,https://kr.org/KR2025/accepted.html,,,"{""efficien*"": 1, ""environment*"": 1}",,Yes,2025-11-30T23:27:06.599529Z
Artificial intelligence,A*,International Joint Conference on Artificial Intelligence,IJCAI,https://2025.ijcai.org/call-for-papers-main-track/,https://2025.ijcai.org/montreal-main-track-accepted-papers/,,,"{""sustain*"": 5, ""carbon"": 1, ""energy"": 6, ""energy-eff*"": 2, ""efficien*"": 93, ""environment*"": 51}","Environmental;Sustainability Theme:Environmental;Techniques:Energy management & optimization;Techniques:Measurement, metrics & LCA",Yes,2025-11-30T23:27:08.276740Z
Artificial intelligence,A*,National Conference of the American Association for Artificial Intelligence,AAAI,https://aaai.org/conference/aaai/aaai-25/iaai-25-call/,https://aaai.org/wp-content/uploads/2025/02/AAAI-25-Main-Track-Oral-Talks-Schedule-2.22.pdf,,,"{""energy"": 1, ""efficien*"": 28, ""eco"": 1}",Environmental;Sustainability Theme:Environmental;Techniques:Energy management & optimization,Yes,2025-11-30T23:27:17.831113Z
Artificial intelligence,A*,IEEE International Conference on Robotics and Automation,ICRA,https://www.ieee-ras.org/conferences-workshops/fully-sponsored/icra/keywords,Accepted papers not found,,,,,No,2025-11-30T23:27:24.934149Z
Artificial intelligence,A,Conference in Uncertainty in Artificial Intelligence,UAI,https://www.auai.org/uai2025/call_for_papers,https://www.auai.org/uai2025/accepted_papers,,,"{""green"": 3, ""energy"": 1, ""energy-eff*"": 1, ""efficien*"": 109, ""environment*"": 27}",Environmental;Sustainability Theme:Environmental;Techniques:Energy management & optimization,Yes,2025-11-30T23:27:25.942007Z
Artificial intelligence,A,European Association for Computational Linguistics,EACL,https://2024.eacl.org/calls/papers/,https://2024.eacl.org/program/main-accepted/,"{""efficien*"": 1}",,"{""efficien*"": 5}",,Yes,2025-11-30T23:27:30.100007Z
Artificial intelligence,A,European Conference on Artificial Intelligence,ECAI,https://ecai2025.org/call-for-papers/,https://ecai2025.org/accepted-papers/,,,,,Yes,2025-11-30T23:27:34.280247Z
Artificial intelligence,A,Interspeech (combined EuroSpeech and ICSLP in 2000),Interspeech,https://www.interspeech2025.org/call-for-papers,https://www.isca-archive.org/interspeech_2025/,,,"{""sustain*"": 2, ""energy"": 3, ""efficien*"": 46, ""offset"": 2, ""environment*"": 9}","Environmental;Sustainability Theme:Environmental;Sustainability Theme:Governance, Policy & Standards;Techniques:Energy management & optimization",Yes,2025-11-30T23:27:35.289734Z
Artificial intelligence,A,Foundations of Genetic Algorithms,FOGA,https://naco.liacs.nl/foga2025/,https://naco.liacs.nl/foga2025/program.html,"{""energy"": 1, ""environment*"": 1}",Environmental;Techniques:Energy management & optimization,"{""efficien*"": 1}",,Yes,2025-11-30T23:27:39.077515Z
Artificial intelligence,A,Genetic and Evolutionary Computations,GECCO,https://gecco-2025.sigevo.org/Call-for-Papers,https://gecco-2025.sigevo.org/Accepted-Posters,,,"{""emission"": 1, ""energy"": 7, ""energy-eff*"": 1, ""efficien*"": 7, ""environment*"": 3, ""climate"": 1}",Environmental;Sustainability Theme:Environmental;Sustainability Theme:Resilience & Adaptation;Techniques:Energy management & optimization,Yes,2025-11-30T23:27:40.845394Z
Artificial intelligence,A,IEEE/RSJ International Conference on Intelligent Robots and Systems,IROS,https://www.iros25.org/CallForPapersv2,https://ras.papercept.net/conferences/conferences/IROS25/program/IROS25_KeywordIndexWeb.html,,,"{""sustain*"": 1, ""energy"": 1, ""environment*"": 4}",Environmental;Sustainability Theme:Environmental;Techniques:Energy management & optimization,Yes,2025-11-30T23:27:48.754337Z
Artificial intelligence,A,International Conference on Automated Deduction,CADE,https://www.dhbw-stuttgart.de/cade-30/calls/,https://www.dhbw-stuttgart.de/cade-30/accepted-papers/,,,"{""efficien*"": 2}",,Yes,2025-11-30T23:27:53.636058Z
Artificial intelligence,A,International Conference on Principles and Practice of Constraint Programming,CP,https://cp2025.a4cp.org/cfp.html,https://cp2025.a4cp.org/accepted_papers.html,"{""sustain*"": 1, ""environment*"": 1}",Sustainability Theme:Environmental,"{""efficien*"": 1}",,Yes,2025-11-30T23:27:55.902904Z
Artificial intelligence,A,International Conference on Theory and Applications of Satisfiability Testing,SAT,https://satisfiability.org/SAT25/cfp/,https://satisfiability.org/SAT25/papers/,,,"{""efficien*"": 1}",,Yes,2025-11-30T23:27:57.856887Z
Artificial intelligence,A,International Joint Conference on Automated Reasoning,IJCAR,https://merz.gitlabpages.inria.fr/2024-ijcar/post/call-for-papers/,https://merz.gitlabpages.inria.fr/2024-ijcar/page/accepted/,,,,,Yes,2025-11-30T23:27:59.690177Z
Artificial intelligence,A,North American Association for Computational Linguistics,NAACL,https://2025.naacl.org/calls/papers/,https://2025.naacl.org/program/accepted_papers/,"{""efficien*"": 1}",,"{""sustain*"": 2, ""green"": 1, ""energy"": 1, ""efficien*"": 62, ""environment*"": 4}",Environmental;Sustainability Theme:Environmental;Techniques:Energy management & optimization,Yes,2025-11-30T23:28:01.524845Z
Computer vision and multimedia computation,A*,ACM Multimedia,ACMMM,https://acmmm2025.org/research-topics/,https://acmmm2025.org/accepted-regular-papers/,"{""efficien*"": 1}",,"{""energy"": 2, ""efficien*"": 45, ""offset"": 1, ""environment*"": 6}","Environmental;Sustainability Theme:Governance, Policy & Standards;Techniques:Energy management & optimization",Yes,2025-11-30T23:28:03.545480Z
Computer vision and multimedia computation,A*,European Conference on Computer Vision,ECCV,https://eccv2024.ecva.net/Conferences/2024/CallForPapers,https://media.eventhosts.cc/Conferences/ECCV2024/ConferenceProgram.pdf,"{""efficien*"": 1}",,"{""green"": 1, ""energy"": 14, ""energy-eff*"": 4, ""low-power"": 1, ""efficien*"": 141, ""offset"": 3, ""environment*"": 12, ""climate"": 1}","Domain:Devices & Hardware;Environmental;Sustainability Theme:Environmental;Sustainability Theme:Governance, Policy & Standards;Sustainability Theme:Resilience & Adaptation;Techniques:Energy management & optimization;Techniques:Protocols & low-power networking",Yes,2025-11-30T23:28:05.910255Z
Computer vision and multimedia computation,A*,IEEE Conference on Computer Vision and Pattern Recognition,CVPR,https://cvpr.thecvf.com/Conferences/2025/CallForPapers,https://cvpr.thecvf.com/Conferences/2025/AcceptedPapers,,,,,Yes,2025-11-30T23:28:49.205891Z
Computer vision and multimedia computation,A*,IEEE International Conference on Computer Vision,ICCV,https://iccv.thecvf.com/Conferences/2025/CallForPapers,https://iccv.thecvf.com/Conferences/2025/AcceptedPapers,,,,,Yes,2025-11-30T23:29:02.359927Z
Computer vision and multimedia computation,A,British Machine Vision Conference,BMVC,https://bmvc2025.bmva.org/calls/call-for-papers/,https://bmvc2025.bmva.org/programme/accepted_papers/,,,"{""efficien*"": 19, ""environment*"": 1}",,Yes,2025-11-30T23:29:03.383962Z
Computer vision and multimedia computation,A,IEEE International Conference on Multimedia and Expo,ICME,https://2025.ieeeicme.org/general-calls/,https://dblp.org/db/conf/icmcs/icme2025.html,,,"{""efficien*"": 64, ""environment*"": 3}",,Yes,2025-11-30T23:29:05.211942Z
Computer vision and multimedia computation,A,IEEE Workshop on Applications of Computer Vision,WACV,https://wacv2025.thecvf.com/submissions/,https://openaccess.thecvf.com/WACV2025,"{""environment*"": 1, ""climate"": 1}",Sustainability Theme:Environmental;Sustainability Theme:Resilience & Adaptation,"{""green"": 2, ""energy"": 2, ""efficien*"": 100, ""environment*"": 6}",Environmental;Sustainability Theme:Environmental;Techniques:Energy management & optimization,Yes,2025-11-30T23:29:11.669124Z
Cybersecurity and privacy,A*,ACM Conference on Computer and Communications Security,CCS,https://www.sigsac.org/ccs/CCS2025/call-for-papers/,https://www.sigsac.org/ccs/CCS2025/accepted-papers/,,,,,Yes,2025-11-30T23:29:15.915479Z
Cybersecurity and privacy,A*,Advances in Cryptology,CRYPTO,https://crypto.iacr.org/2025/callforpapers.php,https://crypto.iacr.org/2025/acceptedpapers.php,,,,,Yes,2025-11-30T23:29:23.009505Z
Cybersecurity and privacy,A*,IEEE Symposium on Security and Privacy,SP,https://sp2025.ieee-security.org/cfpapers.html,https://sp2025.ieee-security.org/accepted-papers.html,,,"{""efficien*"": 19, ""environment*"": 2}",,Yes,2025-11-30T23:29:26.918925Z
Cybersecurity and privacy,A*,International Conference on the Theory and Application of Cryptographic Techniques,EuroCrypt,https://eurocrypt.iacr.org/2025/callforpapers.php,https://eurocrypt.iacr.org/2025/acceptedpapers.php,,,,,Yes,2025-11-30T23:29:30.055676Z
Cybersecurity and privacy,A*,Usenix Network and Distributed System Security Symposium,NDSS,https://www.ndss-symposium.org/ndss2025/submissions/call-for-papers/,https://www.ndss-symposium.org/ndss2025/accepted-papers/,"{""efficien*"": 1}",,"{""efficien*"": 3, ""environment*"": 1}",,Yes,2025-11-30T23:29:36.192623Z
Cybersecurity and privacy,A*,Usenix Security Symposium,USENIX-Security,https://www.usenix.org/conference/usenixsecurity25/call-for-papers ,https://www.usenix.org/conference/usenixsecurity25/technical-sessions,"{""efficien*"": 1}",,"{""sustain*"": 1, ""energy"": 6, ""low-power"": 3, ""efficien*"": 171, ""life cycle"": 10, ""life-cycle"": 10, ""offset"": 1, ""environment*"": 61, ""climate"": 3}","Domain:Devices & Hardware;Environmental;Sustainability Theme:Environmental;Sustainability Theme:Governance, Policy & Standards;Sustainability Theme:Resilience & Adaptation;Techniques:Energy management & optimization;Techniques:Protocols & low-power networking",Yes,2025-11-30T23:29:38.949185Z
Cybersecurity and privacy,A,"Asia Conference on Information, Computer and Communications Security",AsiaCCS,https://asiaccs2025.hust.edu.vn/call-for-papers/,https://asiaccs2025.hust.edu.vn/full-program/,,,"{""energy"": 1, ""efficien*"": 9, ""environment*"": 2}",Environmental;Techniques:Energy management & optimization,Yes,2025-11-30T23:29:45.890805Z
Cybersecurity and privacy,A,Annual Computer Security Applications Conference,ACSAC,https://www.acsac.org/2025/submissions/topics/,https://www.acsac.org/2025/program/papers/,,,"{""efficien*"": 3, ""environment*"": 4}",,Yes,2025-11-30T23:29:50.561137Z
Cybersecurity and privacy,A,European Symposium On Research In Computer Security,ESORICS,https://esorics2025.sciencesconf.org/resource/page/id/1,https://esorics2025.sciencesconf.org/resource/page/id/11,,,"{""efficien*"": 9, ""environment*"": 1}",,Yes,2025-11-30T23:29:55.300007Z
Cybersecurity and privacy,A,Financial Cryptography and Data Security Conference,FC,https://fc25.ifca.ai/cfp.html,https://fc25.ifca.ai/program.html,"{""environment*"": 1}",,"{""efficien*"": 6}",,Yes,2025-11-30T23:29:57.516681Z
Cybersecurity and privacy,A,IEEE Computer Security Foundations Symposium (was CSFW),CSF,https://csf2025.ieee-security.org/cfp.html,https://csf2025.ieee-security.org/accepted.html,,,,,Yes,2025-11-30T23:29:59.625591Z
Cybersecurity and privacy,A,International Conference on the Theory and Application of Cryptology and Information Security,ASIACRYPT,https://asiacrypt.iacr.org/2025/callforpapers.php,https://asiacrypt.iacr.org/2025/acceptedpapers.php,,,,,Yes,2025-11-30T23:30:02.217045Z
Cybersecurity and privacy,A,"The International Symposium on Research in Attacks, Intrusions and Defenses (was International Symposium on Recent Advances in Intrusion Detection)",RAID,https://raid2025.github.io/call.html,https://raid2025.github.io/accepted_open.html,,,,,Yes,2025-11-30T23:30:06.285145Z
Cybersecurity and privacy,A,Privacy Enhancing Technologies Symposium (was International Workshop of Privacy Enhancing Technologies),PETS,https://petsymposium.org/cfp25.php,https://petsymposium.org/2025/paperlist.php,"{""environment*"": 1}",,"{""efficien*"": 8, ""environment*"": 2}",,Yes,2025-11-30T23:30:10.276553Z
Cybersecurity and privacy,A,Theory of Cryptography Conference,TCC,https://tcc.iacr.org/2025/callforpapers.php,https://tcc.iacr.org/2025/acceptedpapers.php,,,,,Yes,2025-11-30T23:30:13.510736Z
Cybersecurity and privacy,A,Workshop on Cryptographic Hardware and Embedded Systems,CHES,https://ches.iacr.org/2025/callforpapers.php,https://ches.iacr.org/2025/acceptedpapers.php,"{""efficien*"": 1, ""environment*"": 1}",,"{""energy"": 1, ""efficien*"": 10, ""environment*"": 1}",Environmental;Techniques:Energy management & optimization,Yes,2025-11-30T23:30:17.339186Z
Cybersecurity and privacy,A,IEEE European Symposium on Security and Privacy,EuroS&P,https://eurosp2025.ieee-security.org/cfp.html,https://eurosp2025.ieee-security.org/accepted_and_awards.html,,,"{""efficien*"": 1, ""environment*"": 2}",,Yes,2025-11-30T23:30:19.152941Z
Data management and data science,A*,ACM International Conference on Knowledge Discovery and Data Mining,KDD,https://kdd2025.kdd.org/research-track-call-for-papers/,https://kdd2025.kdd.org/research-track-papers-2/#august_cycle,"{""efficien*"": 2}",,"{""sustain*"": 2, ""green"": 1, ""energy"": 1, ""efficien*"": 30, ""environment*"": 9}",Environmental;Sustainability Theme:Environmental;Techniques:Energy management & optimization,Yes,2025-11-30T23:30:21.928253Z
Data management and data science,A*,ACM International Conference on Research and Development in Information Retrieval,SIGIR,https://sigir2025.dei.unipd.it/call-full-papers.html,https://sigir2025.dei.unipd.it/accepted-papers.html,"{""green"": 1, ""energy"": 1, ""energy-eff*"": 1, ""efficien*"": 4, ""environment*"": 1}",Environmental;Sustainability Theme:Environmental;Techniques:Energy management & optimization,"{""sustain*"": 1, ""efficien*"": 23, ""life cycle"": 1, ""life-cycle"": 1}",Sustainability Theme:Environmental,Yes,2025-11-30T23:30:29.077405Z
Data management and data science,A*,ACM SIGMOD-SIGACT-SIGART Conference on Principles of Database Systems,PODS,https://2025.sigmod.org/calls_papers_pods_research.shtml,https://2025.sigmod.org/pods_papers.shtml,"{""efficien*"": 1}",,"{""efficien*"": 3}",,Yes,2025-11-30T23:30:31.222591Z
Data management and data science,A*,ACM Special Interest Group on Management of Data Conference,SIGMOD,https://2025.sigmod.org/calls_papers_sigmod_research.shtml,https://2025.sigmod.org/sigmod_papers.shtml,"{""life cycle"": 1, ""life-cycle"": 1}",,"{""efficien*"": 37}",,Yes,2025-11-30T23:30:35.485978Z
Data management and data science,A*,IEEE International Conference on Data Mining,ICDM,https://iswc2025.semanticweb.org/#/calls/research,"https://link.springer.com/book/10.1007/978-3-032-09527-5?page=1#toc, https://link.springer.com/book/10.1007/978-3-032-09527-5?page=2#toc",,,"{""efficien*"": 3, ""environment*"": 1}",,Yes,2025-11-30T23:30:40.355340Z
Data management and data science,A*,International Conference on Data Engineering,ICDE,https://ieee-icde.org/2025/cfp,https://ieee-icde.org/2025/research-papers/,,,,,Yes,2025-11-30T23:30:53.248751Z
Data management and data science,A*,International Conference on Very Large Databases,VLDB,https://www.vldb.org/pvldb/volumes/19/contributions,https://vldb.org/2025/?papers-research,"{""energy"": 1, ""energy-eff*"": 1, ""efficien*"": 1}",Environmental;Techniques:Energy management & optimization,"{""efficien*"": 35, ""environment*"": 3}",,Yes,2025-11-30T23:30:54.270196Z
Data management and data science,A,ACM International Conference on Information and Knowledge Management,CIKM,https://cikm2025.org/calls/full-research-papers,https://cikm2025.org/program/accepted-papers,"{""efficien*"": 2}",,"{""green"": 6, ""energy"": 1, ""efficien*"": 40, ""environment*"": 5, ""eco"": 1, ""climate"": 1}",Environmental;Sustainability Theme:Environmental;Sustainability Theme:Resilience & Adaptation;Techniques:Energy management & optimization,Yes,2025-11-30T23:30:58.098799Z
Data management and data science,A,ACM International Conference on Recommender Systems,RecSys,https://recsys.acm.org/recsys25/call/#content-tab-1-0-tab,https://recsys.acm.org/recsys25/accepted-contributions/,"{""sustain*"": 4, ""energy"": 1, ""environment*"": 6, ""eco"": 2}",Environmental;Sustainability Theme:Environmental;Techniques:Energy management & optimization,"{""sustain*"": 6, ""carbon"": 8, ""carbon footprint"": 6, ""efficien*"": 59, ""life cycle"": 1, ""life-cycle"": 1, ""environment*"": 20, ""environmental impact"": 3}","Environmental;Sustainability Theme:Environmental;Techniques:Measurement, metrics & LCA",Yes,2025-11-30T23:31:05.768696Z
Data management and data science,A,ACM International Conference on Web Search and Data Mining,WSDM,https://www.wsdm-conference.org/2025/call-for-papers/,https://www.wsdm-conference.org/2025/accepted-papers/,,,"{""energy"": 3, ""efficien*"": 2}",Environmental;Techniques:Energy management & optimization,Yes,2025-11-30T23:31:10.192789Z
Data management and data science,A,Conference on Innovative Data Systems Research,CIDR,https://www.cidrdb.org/cidr2025/cfp.html,https://www.cidrdb.org/cidr2025/papers.html,,,"{""efficien*"": 3, ""life cycle"": 1, ""life-cycle"": 1}",,Yes,2025-11-30T23:31:19.177411Z
Data management and data science,A,European Conference on Information Retrieval,ECIR,https://ecir2025.eu/call-for-full-papers/,https://ecir2025.eu/accepted-papers/,"{""efficien*"": 1}",,"{""sustain*"": 1, ""energy"": 1, ""efficien*"": 14, ""environment*"": 1}",Environmental;Sustainability Theme:Environmental;Techniques:Energy management & optimization,Yes,2025-11-30T23:31:20.924635Z
Data management and data science,A,Extending Database Technology,EDBT,https://edbticdt2025.upc.edu/?contents=EDBT_CFP.html,https://edbticdt2025.upc.edu/?contents=accepted-papers-research-track.html,,,,,Yes,2025-11-30T23:31:27.667324Z
Data management and data science,A,International Conference on Advanced Information Systems Engineering,CaiSE,https://conferences.big.tuwien.ac.at/caise2025/cfp_full.php,https://conferences.big.tuwien.ac.at/caise2025/accepted_papers.php?type=Main%20Conference,"{""sustain*"": 2, ""life cycle"": 1, ""life-cycle"": 1}",Sustainability Theme:Environmental,"{""sustain*"": 4, ""energy"": 1}",Environmental;Sustainability Theme:Environmental;Techniques:Energy management & optimization,Yes,2025-11-30T23:31:34.145002Z
Data management and data science,A,International Conference on Conceptual Modelling,ER,https://er2025.ensma.fr/call4papers/,https://er2025.ensma.fr/program/#papers,"{""sustain*"": 1, ""energy"": 1, ""climate"": 1}",Environmental;Sustainability Theme:Environmental;Sustainability Theme:Resilience & Adaptation;Techniques:Energy management & optimization,"{""sustain*"": 1, ""efficien*"": 3, ""life cycle"": 2, ""life-cycle"": 2, ""environment*"": 1}",Sustainability Theme:Environmental,Yes,2025-11-30T23:31:35.933715Z
Data management and data science,A,International Conference on Database Theory,ICDT,https://edbticdt2025.upc.edu/?contents=ICDT_CFP.html,https://edbticdt2025.upc.edu/?contents=accepted-papers-icdt.html,,,,,Yes,2025-11-30T23:31:37.925732Z
Data management and data science,A,International Semantic Web Conference,ISWC,https://iswc2025.semanticweb.org/#/calls/research,"https://link.springer.com/book/10.1007/978-3-032-09527-5?page=1#toc, https://link.springer.com/book/10.1007/978-3-032-09527-5?page=2#toc",,,"{""efficien*"": 3, ""environment*"": 1}",,Yes,2025-11-30T23:31:44.018688Z
Data management and data science,A,SIAM International Conference on Data Mining,SDM,https://www.siam.org/conferences-events/past-event-archive/sdm25/,https://www.siam.org/conferences-events/past-event-archive/sdm25/program/accepted-papers/,,,,,Yes,2025-11-30T23:31:54.835854Z
Data management and data science,A,Conference on File and Storage Technologies,FAST,https://www.usenix.org/conference/fast25/call-for-papers,https://www.usenix.org/sites/default/files/fast25-toc.pdf,"{""power-aware"": 1, ""environment*"": 2}",,"{""efficien*"": 1}",,Yes,2025-11-30T23:31:55.846158Z
Data management and data science,A,IEEE International Conference on Document Analysis and Recognition,ICDAR,https://www.icdar2025.com/submission/call-for-journal-track,https://www.icdar2025.com/program/accepted-papers,,,"{""efficien*"": 4, ""environment*"": 2}",,Yes,2025-11-30T23:31:58.400316Z
"Graphics, augmented reality and games",A*,ACM SIG International Conference on Computer Graphics and Interactive Techniques,SIGGRAPH,https://s2025.siggraph.org/program/technical-papers/,Not found,,,,,No,2025-11-30T23:32:01.865029Z
"Graphics, augmented reality and games",A*,IEEE Conference on Virtual Reality and 3D User Interfaces,VR,https://ieeevr.org/2025/contribute/papers/,https://ieeevr.org/2025/program/papers/,"{""environment*"": 1}",,"{""sustain*"": 3, ""green"": 1, ""energy"": 4, ""energy-eff*"": 1, ""efficien*"": 34, ""environment*"": 110}",Environmental;Sustainability Theme:Environmental;Techniques:Energy management & optimization,Yes,2025-11-30T23:32:02.872559Z
"Graphics, augmented reality and games",A*,IEEE/ACM International Symposium on Mixed and Augmented Reality,ISMAR,https://www.ieeeismar.net/2025/contribute/papers/,https://www.ieeeismar.net/2025/program/papers/,,,"{""green"": 1, ""energy"": 1, ""energy-eff*"": 1, ""power-aware"": 1, ""efficien*"": 1, ""life cycle"": 1, ""life-cycle"": 1, ""offset"": 2, ""environment*"": 14}","Environmental;Sustainability Theme:Environmental;Sustainability Theme:Governance, Policy & Standards;Techniques:Energy management & optimization",Yes,2025-11-30T23:32:05.156787Z
"Graphics, augmented reality and games",A,ACM Virtual Reality Software and Technology,VRST,https://vrst.acm.org/vrst2025/index.php/papers/,https://vrst.acm.org/vrst2025/index.php/call-for-participation/,"{""efficien*"": 1, ""environment*"": 7}",,"{""environment*"": 1}",,Yes,2025-11-30T23:32:07.024433Z
Human-centred computing,A*,ACM Symposium on User Interface Software and Technology,UIST,https://uist.acm.org/2025/cfp/#papers,https://uist.acm.org/2025/papers/,"{""sustain*"": 1}",Sustainability Theme:Environmental,"{""sustain*"": 2, ""energy"": 1, ""low-power"": 1, ""efficien*"": 3, ""environment*"": 4, ""eco"": 1}",Domain:Devices & Hardware;Environmental;Sustainability Theme:Environmental;Techniques:Energy management & optimization;Techniques:Protocols & low-power networking,Yes,2025-11-30T23:32:18.366650Z
Human-centred computing,A*,IEEE International Conference on Pervasive Computing and Communications,PERCOM,https://percom.org/call-for-papers/,https://percom.org/2025/tech-prog-main-conference/,"{""energy"": 1, ""environment*"": 1}",Environmental;Techniques:Energy management & optimization,"{""sustain*"": 2, ""energy"": 1, ""efficien*"": 1, ""environment*"": 1}",Environmental;Sustainability Theme:Environmental;Techniques:Energy management & optimization,Yes,2025-11-30T23:32:23.532197Z
Human-centred computing,A*,International Conference on Human Factors in Computing Systems,CHI,https://chi2025.acm.org/for-authors/papers/,https://dblp.org/db/conf/chi/chi2025.html,"{""sustain*"": 1, ""green"": 1, ""environment*"": 2}",Sustainability Theme:Environmental,"{""sustain*"": 14, ""green"": 3, ""carbon"": 1, ""carbon footprint"": 1, ""energy"": 3, ""low-power"": 1, ""efficien*"": 1, ""environment*"": 16, ""eco"": 2, ""climate"": 2}","Domain:Devices & Hardware;Environmental;Sustainability Theme:Environmental;Sustainability Theme:Resilience & Adaptation;Techniques:Energy management & optimization;Techniques:Measurement, metrics & LCA;Techniques:Protocols & low-power networking",Yes,2025-11-30T23:32:28.239336Z
Human-centred computing,A,ACM Conference on Computer Supported Cooperative Work,CSCW,https://cscw.acm.org/2025/index.php/submit-papers/,https://dl.acm.org/doi/proceedings/10.1145/3715070,,,,,Yes,2025-11-30T23:32:39.214716Z
Human-centred computing,A,ACM Special Interest Group on Computer Science Education Conference,SIGCSE,https://sigcse2025.sigcse.org/track/sigcse-ts-2025-Papers#About,https://sigcse2025.sigcse.org/track/sigcse-ts-2025-Papers#event-overview,"{""sustain*"": 2, ""green"": 1, ""efficien*"": 8, ""offset"": 1, ""environment*"": 3, ""climate"": 2}","Sustainability Theme:Environmental;Sustainability Theme:Governance, Policy & Standards;Sustainability Theme:Resilience & Adaptation","{""sustain*"": 2, ""green"": 1, ""efficien*"": 8, ""offset"": 1, ""environment*"": 3, ""climate"": 2}","Sustainability Theme:Environmental;Sustainability Theme:Governance, Policy & Standards;Sustainability Theme:Resilience & Adaptation",Yes,2025-11-30T23:32:40.229526Z
Human-centred computing,A,Designing Interactive Systems,DIS,https://dis.acm.org/2025/call-for-papers/,https://dl.acm.org/doi/proceedings/10.1145/3715336,,,,,Yes,2025-11-30T23:32:50.631035Z
Human-centred computing,A,IEEE Visualization,IEEE VIS,https://ieeevis.org/year/2025/info/call-participation/call-for-participation,https://ieeevis.org/year/2025/info/program/papers_list,"{""efficien*"": 1}",,"{""carbon"": 1, ""efficien*"": 3, ""life cycle"": 1, ""life-cycle"": 1, ""environment*"": 1, ""climate"": 3}","Environmental;Sustainability Theme:Environmental;Sustainability Theme:Resilience & Adaptation;Techniques:Measurement, metrics & LCA",Yes,2025-11-30T23:32:51.642168Z
Human-centred computing,A,International Computing Education Research Workshop,ICER,https://icer2025.acm.org/track/icer-2025-papers#Call-for-Papers,https://icer2025.acm.org/track/icer-2025-papers#event-overview,"{""efficien*"": 2, ""environment*"": 2}",,"{""efficien*"": 2, ""environment*"": 2}",,Yes,2025-11-30T23:32:55.650510Z
Human-centred computing,A,International Conference on Intelligent User Interfaces,IUI,https://iui.acm.org/2025/call_for_papers.html,https://dblp.org/db/conf/iui/iui2025.html,"{""green"": 1}",Sustainability Theme:Environmental,"{""efficien*"": 2}",,Yes,2025-11-30T23:32:57.987604Z
Human-centred computing,A,International ACM SIGACCESS Conference on Computers and Accessibility,ASSETS,https://assets25.sigaccess.org/technical_papers.html,https://assets25.sigaccess.org/accepted_papers.html,,,"{""environment*"": 1}",,Yes,2025-11-30T23:33:01.249691Z
Human-centred computing,A,International Conference on Learning Analytics and Knowledge,LAK,https://www.solaresearch.org/events/lak/lak25/general-call/,https://www.solaresearch.org/events/lak/lak25/accepted-papers/,"{""efficien*"": 1, ""environment*"": 3}",,"{""sustain*"": 2, ""efficien*"": 9, ""LCA"": 3, ""environment*"": 25}",Sustainability Theme:Environmental,Yes,2025-11-30T23:33:05.411785Z
Human-centred computing,A,ACM/IEEE International Conference on Human-Robot Interaction,HRI,https://humanrobotinteraction.org/2025/full-papers/#description_tracks,https://dl.acm.org/doi/proceedings/10.5555/3721488,,,,,Yes,2025-11-30T23:33:14.377242Z
Machine learning,A*,Advances in Neural Information Processing Systems (was NIPS),NeurIPS,https://neurips.cc/Conferences/2025/CallForPapers,https://neurips.cc/virtual/2025/loc/san-diego/papers.html,"{""climate"": 1}",Sustainability Theme:Environmental;Sustainability Theme:Resilience & Adaptation,,,Yes,2025-11-30T23:33:15.396727Z
Machine learning,A*,Conference on Learning Theory,COLT,https://learningtheory.org/colt2025/cfp.html,https://learningtheory.org/colt2025/accepted-papers.html,,,"{""green"": 1, ""efficien*"": 8, ""environment*"": 4}",Sustainability Theme:Environmental,Yes,2025-11-30T23:33:24.318937Z
Machine learning,A*,International Conference on Machine Learning,ICML,https://iclr.cc/Conferences/2025/CallForPapers,https://iclr.cc/virtual/2025/papers.html,"{""sustain*"": 1}",Sustainability Theme:Environmental,,,Yes,2025-11-30T23:33:26.889200Z
Machine learning,A*,International Conference on Learning Representations,ICLR,https://icml.cc/Conferences/2025/CallForPapers,https://icml.cc/virtual/2025/papers.html,"{""sustain*"": 1, ""climate"": 1}",Sustainability Theme:Environmental;Sustainability Theme:Resilience & Adaptation,,,Yes,2025-11-30T23:33:33.339534Z
Machine learning,A,European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Database (PKDD and ECML combined from 2008),ECML PKDD,https://ecmlpkdd.org/2025/submissions-ads-track/,https://ecmlpkdd.org/2025/accepted-papers-rt/,"{""environment*"": 2}",,"{""green"": 1, ""efficien*"": 13}",Sustainability Theme:Environmental,Yes,2025-11-30T23:33:40.232355Z
Machine learning,A,International Conference on Artificial Intelligence and Statistics,AISTATS,https://aistats.org/aistats2025/call-for-papers.html,https://openreview.net/group?id=aistats.org/AISTATS/2025/Conference#tab-accept-oral,"{""sustain*"": 1, ""climate"": 1}",Sustainability Theme:Environmental;Sustainability Theme:Resilience & Adaptation,,,Yes,2025-11-30T23:33:42.133349Z
